ordernumber,orderdate,year,month,day,customername,customer_type,warehousecode,product_code,orderquantity,unitprice,revenue,costs,profit,client_group,product_type,is_holiday,week_num,year_month,year_week
SO - 0006669,2015-03-27,2015,3,27,Qualitest ,Distributor,AXW291,STK-144,9,127.92000000000002,1151.2800000000002,702,449.2800000000002,beta,CY,0,13,2015-03,2015-13
SO - 0006670,2015-10-26,2015,10,26,E. Ltd,Distributor,FLR025,STK-100,5,115.8,579.0,300,279.0,beta,CX,0,44,2015-10,2015-44
SO - 0006671,2015-07-23,2015,7,23,Pacific Ltd,Wholesale,GUT930,STK-123,11,233.84,2572.24,1628,944.2400000000002,beta,CY,0,30,2015-07,2015-30
SO - 0006672,2015-02-13,2015,2,13,Nipro ,Wholesale,GUT930,STK-102,5,354.32,1771.6,1030,741.5999999999999,beta,CZ,0,7,2015-02,2015-07
SO - 0006673,2016-04-16,2016,4,16,Mylan Corp,Wholesale,AXW291,STK-108,5,548.12,2740.6,1420,1320.6,alpha,BY,0,15,2016-04,2016-15
SO - 0006674,2015-09-15,2015,9,15,O.E. Ltd,Distributor,AXW291,STK-157,6,444.02,2664.12,1788,876.1199999999999,beta,CZ,0,38,2015-09,2015-38
SO - 0006675,2015-12-25,2015,12,25,Wuxi Group,Distributor,NXH382,STK-130,5,423.7,2118.5,1115,1003.5,alpha,CZ,1,52,2015-12,2015-52
SO - 0006676,2015-06-04,2015,6,4,Victory Ltd,Export,AXW291,STK-120,12,444.44000000000005,5333.280000000001,3252,2081.2800000000007,beta,CX,0,23,2015-06,2015-23
SO - 0006677,2015-06-19,2015,6,19,Wuxi Group,Wholesale,AXW291,STK-163,9,239.04,2151.36,1494,657.3600000000001,alpha,CY,0,25,2015-06,2015-25
SO - 0006678,2015-05-07,2015,5,7,"Fenwal, Corp",Distributor,NXH382,STK-161,5,473.1,2365.5,1425,940.5,alpha,CY,0,19,2015-05,2015-19
SO - 0006679,2015-08-01,2015,8,1,WakeFern ,Wholesale,AXW291,STK-112,8,643.5,5148.0,2288,2860.0,alpha,AX,0,31,2015-08,2015-31
SO - 0006680,2015-07-01,2015,7,1,Prasco Group,Wholesale,FLR025,STK-143,8,111.24,889.9200000000001,432,457.9200000000001,alpha,CX,0,27,2015-07,2015-27
SO - 0006681,2016-01-10,2016,1,10,Rochester Ltd,Wholesale,AXW291,STK-135,10,311.75,3117.5,2150,967.5,beta,CY,0,1,2016-01,2016-01
SO - 0006682,2016-02-18,2016,2,18,"PEDIFIX, Corp",Wholesale,AXW291,STK-139,12,574.24,6890.88,3552,3338.88,beta,BY,0,7,2016-02,2016-07
SO - 0006683,2015-02-02,2015,2,2,AuroMedics Corp,Wholesale,FLR025,STK-163,9,239.04,2151.36,1494,657.3600000000001,gamma,CY,0,6,2015-02,2015-06
SO - 0006684,2016-03-16,2016,3,16,Ei ,Distributor,FLR025,STK-119,6,411.09,2466.54,1278,1188.54,alpha,CY,0,11,2016-03,2016-11
SO - 0006685,2015-02-07,2015,2,7,U.S. Ltd,Wholesale,AXW291,STK-113,9,323.4,2910.6,1485,1425.6,beta,CZ,0,6,2015-02,2015-06
SO - 0006686,2015-08-25,2015,8,25,O.E. Ltd,Distributor,NXH382,STK-158,11,143.1,1574.1,990,584.0999999999999,beta,CX,0,35,2015-08,2015-35
SO - 0006687,2016-04-13,2016,4,13,Medsep Group,Wholesale,GUT930,STK-122,9,294.40000000000003,2649.6000000000004,1656,993.6000000000004,beta,CY,0,15,2016-04,2016-15
SO - 0006688,2015-04-07,2015,4,7,ETUDE Ltd,Wholesale,FLR025,STK-137,8,307.98,2463.84,1416,1047.84,beta,CY,0,15,2015-04,2015-15
SO - 0006689,2016-04-24,2016,4,24,WakeFern ,Export,AXW291,STK-109,5,432.62,2163.1,1115,1048.1,alpha,CY,0,16,2016-04,2016-16
SO - 0006690,2015-10-02,2015,10,2,Qualitest ,Wholesale,AXW291,STK-101,6,417.45,2504.7,1518,986.6999999999998,beta,CX,0,40,2015-10,2015-40
SO - 0006691,2015-07-13,2015,7,13,Medline ,Wholesale,AXW291,STK-107,11,262.26,2884.86,2046,838.8599999999997,beta,CZ,0,29,2015-07,2015-29
SO - 0006692,2016-04-02,2016,4,2,Rochester Ltd,Wholesale,GUT930,STK-145,11,305.02,3355.22,2222,1133.2199999999998,beta,CZ,0,13,2016-04,2016-13
SO - 0006693,2016-01-20,2016,1,20,Amylin Group,Wholesale,AXW291,STK-151,12,341.7,4100.4,2040,2060.4,beta,CY,0,3,2016-01,2016-03
SO - 0006694,2016-03-17,2016,3,17,Pure Group,Distributor,AXW291,STK-148,9,198.72,1788.4799999999998,972,816.4799999999998,beta,CX,1,11,2016-03,2016-11
SO - 0006695,2015-06-26,2015,6,26,Amylin Group,Wholesale,FLR025,STK-163,5,239.04,1195.2,830,365.2000000000001,beta,CY,0,26,2015-06,2015-26
SO - 0006696,2015-10-01,2015,10,1,Rochester Ltd,Wholesale,FLR025,STK-162,7,187.18,1310.26,686,624.26,beta,CX,0,40,2015-10,2015-40
SO - 0006697,2015-05-29,2015,5,29,Apollo Ltd,Export,AXW291,STK-112,10,643.5,6435.0,2860,3575.0,gamma,AX,0,22,2015-05,2015-22
SO - 0006698,2016-02-07,2016,2,7,OHTA'S Corp,Wholesale,GUT930,STK-108,6,548.12,3288.7200000000003,1704,1584.7200000000005,gamma,BY,0,5,2016-02,2016-05
SO - 0006699,2016-05-25,2016,5,25,21st Ltd,Distributor,GUT930,STK-143,8,111.24,889.9200000000001,432,457.9200000000001,gamma,CX,0,21,2016-05,2016-21
SO - 0006700,2016-01-23,2016,1,23,"Apotheca, Ltd",Distributor,AXW291,STK-101,9,417.45,3757.05,2277,1480.0499999999995,beta,CX,0,3,2016-01,2016-03
SO - 0006701,2016-01-26,2016,1,26,"3LAB, Ltd",Export,GUT930,STK-119,10,411.09,4110.900000000001,2130,1980.9000000000003,beta,CY,0,4,2016-01,2016-04
SO - 0006702,2015-08-13,2015,8,13,Ei ,Wholesale,GUT930,STK-145,11,305.02,3355.22,2222,1133.2199999999998,alpha,CZ,0,33,2015-08,2015-33
SO - 0006703,2015-03-19,2015,3,19,Victory Ltd,Wholesale,NXH382,STK-150,10,217.14,2171.4,1410,761.4000000000001,beta,CX,0,12,2015-03,2015-12
SO - 0006704,2016-01-26,2016,1,26,Pure Group,Wholesale,GUT930,STK-159,9,603.2,5428.8,2610,2818.8,beta,AZ,0,4,2016-01,2016-04
SO - 0006705,2015-03-13,2015,3,13,Procter Corp,Distributor,FLR025,STK-139,11,574.24,6316.64,3256,3060.6400000000003,beta,BY,0,11,2015-03,2015-11
SO - 0006706,2015-03-22,2015,3,22,Eminence Corp,Export,AXW291,STK-137,11,307.98,3387.78,1947,1440.7800000000002,alpha,CY,0,12,2015-03,2015-12
SO - 0006707,2015-06-01,2015,6,1,Bare ,Wholesale,FLR025,STK-102,7,354.32,2480.24,1442,1038.2399999999998,beta,CZ,0,23,2015-06,2015-23
SO - 0006708,2015-10-15,2015,10,15,"3LAB, Ltd",Wholesale,AXW291,STK-119,12,411.09,4933.08,2556,2377.08,beta,CY,0,42,2015-10,2015-42
SO - 0006709,2015-06-05,2015,6,5,Rochester Ltd,Distributor,AXW291,STK-141,12,301.49999999999994,3617.999999999999,1800,1817.999999999999,beta,CY,0,23,2015-06,2015-23
SO - 0006710,2015-04-02,2015,4,2,Dharma Ltd,Wholesale,FLR025,STK-164,5,226.8,1134.0,525,609.0,alpha,CX,0,14,2015-04,2015-14
SO - 0006711,2016-06-28,2016,6,28,U.S. Ltd,Export,GUT930,STK-146,8,443.84,3550.7200000000003,2336,1214.7200000000005,beta,BX,0,26,2016-06,2016-26
SO - 0006712,2015-05-16,2015,5,16,OUR Ltd,Distributor,GUT930,STK-114,11,291.43,3205.73,1661,1544.73,alpha,CZ,0,20,2015-05,2015-20
SO - 0006713,2016-01-07,2016,1,7,Eminence Corp,Distributor,NXH382,STK-137,11,307.98,3387.78,1947,1440.7800000000002,alpha,CY,0,1,2016-01,2016-01
SO - 0006714,2015-10-23,2015,10,23,Ei ,Distributor,FLR025,STK-110,11,538.48,5923.280000000001,2794,3129.2800000000007,alpha,BX,0,43,2015-10,2015-43
SO - 0006715,2015-08-12,2015,8,12,Prasco Group,Wholesale,AXW291,STK-116,9,182.04,1638.36,738,900.3599999999999,alpha,CZ,0,33,2015-08,2015-33
SO - 0006716,2015-12-24,2015,12,24,Pure Group,Distributor,AXW291,STK-111,8,406.8,3254.4,1808,1446.4,beta,CZ,0,52,2015-12,2015-52
SO - 0006717,2016-03-11,2016,3,11,Procter Corp,Export,NXH382,STK-167,6,343.90000000000003,2063.4,1140,923.4,beta,CY,0,10,2016-03,2016-10
SO - 0006718,2015-08-09,2015,8,9,Burt's Corp,Export,FLR025,STK-112,8,643.5,5148.0,2288,2860.0,beta,AX,0,32,2015-08,2015-32
SO - 0006719,2015-08-23,2015,8,23,Bare ,Wholesale,GUT930,STK-120,12,444.44000000000005,5333.280000000001,3252,2081.2800000000007,beta,CX,0,34,2015-08,2015-34
SO - 0006720,2015-01-20,2015,1,20,O.E. Ltd,Distributor,FLR025,STK-153,10,452.48,4524.8,2240,2284.8,beta,BX,0,4,2015-01,2015-04
SO - 0006721,2015-12-01,2015,12,1,21st Ltd,Wholesale,AXW291,STK-103,8,235.17,1881.36,936,945.36,gamma,CY,0,49,2015-12,2015-49
SO - 0006722,2015-07-31,2015,7,31,"3LAB, Ltd",Wholesale,AXW291,STK-133,11,271.56,2987.16,2046,941.16,beta,CY,0,31,2015-07,2015-31
SO - 0006723,2015-09-09,2015,9,9,Sundial ,Distributor,GUT930,STK-103,8,235.17,1881.36,936,945.36,alpha,CY,0,37,2015-09,2015-37
SO - 0006724,2015-05-10,2015,5,10,Medline ,Export,AXW291,STK-151,8,341.7,2733.6,1360,1373.6,beta,CY,0,19,2015-05,2015-19
SO - 0006725,2015-07-16,2015,7,16,Ei ,Distributor,AXW291,STK-149,9,112.56000000000002,1013.0400000000002,603,410.0400000000002,alpha,CY,0,29,2015-07,2015-29
SO - 0006726,2015-07-07,2015,7,7,New Ltd,Wholesale,AXW291,STK-168,9,535.02,4815.18,2169,2646.1800000000003,beta,BZ,0,28,2015-07,2015-28
SO - 0006727,2015-05-30,2015,5,30,Winthrop ,Distributor,AXW291,STK-120,5,444.44000000000005,2222.2000000000003,1355,867.2000000000003,beta,CX,0,22,2015-05,2015-22
SO - 0006728,2015-01-18,2015,1,18,ETUDE Ltd,Wholesale,AXW291,STK-167,7,343.90000000000003,2407.3,1330,1077.3000000000002,beta,CY,0,3,2015-01,2015-03
SO - 0006729,2015-10-29,2015,10,29,"Apotheca, Ltd",Distributor,GUT930,STK-125,12,167.7,2012.4,1032,980.4,beta,CZ,0,44,2015-10,2015-44
SO - 0006730,2015-06-04,2015,6,4,Uriel Group,Wholesale,GUT930,STK-123,11,233.84,2572.24,1628,944.2400000000002,beta,CY,0,23,2015-06,2015-23
SO - 0006731,2015-03-14,2015,3,14,OUR Ltd,Wholesale,FLR025,STK-145,8,305.02,2440.16,1616,824.1599999999999,alpha,CZ,0,11,2015-03,2015-11
SO - 0006732,2015-12-29,2015,12,29,Rochester Ltd,Distributor,AXW291,STK-164,7,226.8,1587.6,735,852.6000000000001,beta,CX,0,53,2015-12,2015-53
SO - 0006733,2015-05-22,2015,5,22,O.E. Ltd,Distributor,GUT930,STK-143,11,111.24,1223.64,594,629.6400000000001,beta,CX,0,21,2015-05,2015-21
SO - 0006734,2015-11-18,2015,11,18,OUR Ltd,Export,AXW291,STK-129,12,284.59,3415.08,2292,1123.08,alpha,CY,0,47,2015-11,2015-47
SO - 0006735,2015-04-24,2015,4,24,Prasco Group,Export,GUT930,STK-100,6,115.8,694.8000000000001,360,334.80000000000007,alpha,CX,0,17,2015-04,2015-17
SO - 0006736,2016-01-20,2016,1,20,Winthrop ,Distributor,AXW291,STK-121,9,346.48,3118.32,2196,922.3199999999996,beta,CY,0,3,2016-01,2016-03
SO - 0006737,2015-11-18,2015,11,18,Weimei Corp,Wholesale,AXW291,STK-133,6,271.56,1629.36,1116,513.3600000000001,beta,CY,0,47,2015-11,2015-47
SO - 0006738,2015-09-12,2015,9,12,Nipro ,Distributor,AXW291,STK-111,5,406.8,2034.0,1130,904.0,beta,CZ,0,37,2015-09,2015-37
SO - 0006739,2015-04-19,2015,4,19,Bare ,Wholesale,GUT930,STK-111,7,406.8,2847.6,1582,1265.6,beta,CZ,0,16,2015-04,2015-16
SO - 0006740,2015-03-03,2015,3,3,Medsep Group,Wholesale,GUT930,STK-163,6,239.04,1434.24,996,438.24,beta,CY,0,10,2015-03,2015-10
SO - 0006741,2015-09-28,2015,9,28,Victory Ltd,Wholesale,AXW291,STK-137,11,307.98,3387.78,1947,1440.7800000000002,beta,CY,0,40,2015-09,2015-40
SO - 0006742,2015-12-17,2015,12,17,Avon Corp,Distributor,FLR025,STK-133,12,271.56,3258.7200000000003,2232,1026.7200000000005,alpha,CY,0,51,2015-12,2015-51
SO - 0006743,2015-05-09,2015,5,9,Niconovum Corp,Wholesale,NXH382,STK-162,5,187.18,935.9,490,445.9000000000001,alpha,CX,0,19,2015-05,2015-19
SO - 0006744,2015-10-29,2015,10,29,Pacific Ltd,Distributor,FLR025,STK-158,9,143.1,1287.9,810,477.8999999999999,beta,CX,0,44,2015-10,2015-44
SO - 0006745,2016-02-19,2016,2,19,OUR Ltd,Wholesale,NXH382,STK-146,11,443.84,4882.240000000001,3212,1670.2400000000007,alpha,BX,0,7,2016-02,2016-07
SO - 0006746,2015-06-26,2015,6,26,Sundial ,Export,FLR025,STK-144,6,127.92000000000002,767.5200000000001,468,299.5200000000001,alpha,CY,0,26,2015-06,2015-26
SO - 0006747,2015-01-09,2015,1,9,Bare ,Export,AXW291,STK-104,11,389.36,4282.959999999999,2728,1554.9599999999991,beta,CZ,0,2,2015-01,2015-02
SO - 0006748,2016-06-30,2016,6,30,Prasco Group,Distributor,NXH382,STK-154,12,345.15,4141.799999999999,2340,1801.7999999999995,alpha,CY,0,26,2016-06,2016-26
SO - 0006749,2015-06-02,2015,6,2,Nipro ,Export,AXW291,STK-155,5,513.08,2565.4,1270,1295.4,beta,CX,0,23,2015-06,2015-23
SO - 0006750,2015-08-03,2015,8,3,Amylin Group,Wholesale,NXH382,STK-144,12,127.92000000000002,1535.0400000000002,936,599.0400000000002,beta,CY,1,32,2015-08,2015-32
SO - 0006751,2015-04-15,2015,4,15,Bare ,Distributor,NXH382,STK-107,6,262.26,1573.56,1116,457.56,beta,CZ,0,16,2015-04,2015-16
SO - 0006752,2015-11-07,2015,11,7,Prasco Group,Wholesale,AXW291,STK-151,11,341.7,3758.7,1870,1888.7,alpha,CY,0,45,2015-11,2015-45
SO - 0006753,2015-11-02,2015,11,2,Procter Corp,Wholesale,AXW291,STK-168,10,535.02,5350.2,2410,2940.2,beta,BZ,0,45,2015-11,2015-45
SO - 0006754,2016-04-19,2016,4,19,Qualitest ,Wholesale,FLR025,STK-109,11,432.62,4758.82,2453,2305.82,beta,CY,0,16,2016-04,2016-16
SO - 0006755,2015-01-10,2015,1,10,Trigen ,Wholesale,GUT930,STK-149,7,112.56000000000002,787.9200000000001,469,318.9200000000001,gamma,CY,0,2,2015-01,2015-02
SO - 0006756,2015-10-26,2015,10,26,S.S.S. Group,Wholesale,FLR025,STK-161,11,473.1,5204.1,3135,2069.1000000000004,alpha,CY,0,44,2015-10,2015-44
SO - 0006757,2015-10-07,2015,10,7,Ole Group,Distributor,AXW291,STK-153,6,452.48,2714.88,1344,1370.88,gamma,BX,0,41,2015-10,2015-41
SO - 0006758,2015-12-04,2015,12,4,AuroMedics Corp,Wholesale,NXH382,STK-121,9,346.48,3118.32,2196,922.3199999999996,gamma,CY,0,49,2015-12,2015-49
SO - 0006759,2015-05-08,2015,5,8,Procter Corp,Wholesale,FLR025,STK-159,7,603.2,4222.400000000001,2030,2192.4000000000005,beta,AZ,0,19,2015-05,2015-19
SO - 0006760,2016-02-26,2016,2,26,Bare ,Wholesale,AXW291,STK-150,9,217.14,1954.26,1269,685.2600000000002,beta,CX,0,8,2016-02,2016-08
SO - 0006761,2015-08-26,2015,8,26,"Elorac, Corp",Distributor,GUT930,STK-151,10,341.7,3417.0,1700,1717.0,beta,CY,0,35,2015-08,2015-35
SO - 0006762,2015-06-02,2015,6,2,ETUDE Ltd,Wholesale,NXH382,STK-116,6,182.04,1092.24,492,600.24,beta,CZ,0,23,2015-06,2015-23
SO - 0006763,2015-04-28,2015,4,28,"Fenwal, Corp",Wholesale,FLR025,STK-161,10,473.1,4731.0,2850,1881.0,alpha,CY,0,18,2015-04,2015-18
SO - 0006764,2015-04-20,2015,4,20,Apollo Ltd,Export,AXW291,STK-131,8,580.35,4642.8,2120,2522.8,gamma,BY,0,17,2015-04,2015-17
SO - 0006765,2015-06-17,2015,6,17,Llorens Ltd,Wholesale,GUT930,STK-123,6,233.84,1403.04,888,515.04,gamma,CY,0,25,2015-06,2015-25
SO - 0006766,2015-09-25,2015,9,25,Prasco Group,Distributor,FLR025,STK-124,7,139.87,979.09,497,482.09,alpha,CZ,0,39,2015-09,2015-39
SO - 0006767,2015-07-13,2015,7,13,Victory Ltd,Distributor,GUT930,STK-104,10,389.36,3893.6,2480,1413.5999999999997,beta,CZ,0,29,2015-07,2015-29
SO - 0006768,2016-01-18,2016,1,18,Uriel Group,Wholesale,GUT930,STK-143,8,111.24,889.9200000000001,432,457.9200000000001,beta,CX,0,3,2016-01,2016-03
SO - 0006769,2015-06-04,2015,6,4,Sundial ,Wholesale,AXW291,STK-168,11,535.02,5885.219999999999,2651,3234.22,alpha,BZ,0,23,2015-06,2015-23
SO - 0006770,2015-07-07,2015,7,7,Medsep Group,Distributor,AXW291,STK-115,8,370.62,2964.96,1392,1572.96,beta,CY,0,28,2015-07,2015-28
SO - 0006771,2016-01-18,2016,1,18,OHTA'S Corp,Wholesale,AXW291,STK-116,12,182.04,2184.48,984,1200.48,gamma,CZ,0,3,2016-01,2016-03
SO - 0006772,2015-04-15,2015,4,15,Winthrop ,Wholesale,NXH382,STK-101,9,417.45,3757.05,2277,1480.0499999999995,beta,CX,0,16,2015-04,2015-16
SO - 0006773,2015-09-16,2015,9,16,"Fenwal, Corp",Wholesale,AXW291,STK-126,7,407.62,2853.34,1603,1250.34,alpha,CX,0,38,2015-09,2015-38
SO - 0006774,2015-02-09,2015,2,9,Amylin Group,Wholesale,AXW291,STK-140,11,282.48,3107.28,1452,1655.2799999999995,beta,CY,0,7,2015-02,2015-07
SO - 0006775,2016-04-16,2016,4,16,Victory Ltd,Wholesale,AXW291,STK-153,10,452.48,4524.8,2240,2284.8,beta,BX,0,15,2016-04,2016-15
SO - 0006776,2016-05-06,2016,5,6,"3LAB, Ltd",Wholesale,AXW291,STK-155,7,513.08,3591.5600000000004,1778,1813.5600000000004,beta,CX,0,18,2016-05,2016-18
SO - 0006777,2016-06-03,2016,6,3,AuroMedics Corp,Distributor,AXW291,STK-105,5,480.68,2403.4,1220,1183.4,gamma,CY,0,22,2016-06,2016-22
SO - 0006778,2015-01-08,2015,1,8,Amylin Group,Wholesale,AXW291,STK-139,8,574.24,4593.92,2368,2225.92,beta,BY,0,2,2015-01,2015-02
SO - 0006779,2015-03-23,2015,3,23,AuroMedics Corp,Wholesale,NXH382,STK-155,8,513.08,4104.64,2032,2072.6400000000003,gamma,CX,0,13,2015-03,2015-13
SO - 0006780,2015-01-09,2015,1,9,Amylin Group,Distributor,NXH382,STK-164,11,226.8,2494.8,1155,1339.8000000000002,beta,CX,0,2,2015-01,2015-02
SO - 0006781,2015-01-19,2015,1,19,Mylan Corp,Wholesale,NXH382,STK-122,8,294.40000000000003,2355.2000000000003,1472,883.2000000000003,alpha,CY,0,4,2015-01,2015-04
SO - 0006782,2016-03-16,2016,3,16,"Exact-Rx, Corp",Export,FLR025,STK-119,7,411.09,2877.63,1491,1386.63,beta,CY,0,11,2016-03,2016-11
SO - 0006783,2016-05-15,2016,5,15,Eminence Corp,Wholesale,AXW291,STK-144,12,127.92000000000002,1535.0400000000002,936,599.0400000000002,alpha,CY,0,19,2016-05,2016-19
SO - 0006784,2015-08-29,2015,8,29,"Exact-Rx, Corp",Distributor,NXH382,STK-150,12,217.14,2605.6800000000003,1692,913.6800000000004,beta,CX,0,35,2015-08,2015-35
SO - 0006785,2016-02-16,2016,2,16,"PEDIFIX, Corp",Wholesale,GUT930,STK-108,10,548.12,5481.2,2840,2641.2,beta,BY,0,7,2016-02,2016-07
SO - 0006786,2016-04-16,2016,4,16,Victory Ltd,Export,AXW291,STK-133,11,271.56,2987.16,2046,941.16,beta,CY,0,15,2016-04,2016-15
SO - 0006787,2015-06-10,2015,6,10,O.E. Ltd,Distributor,AXW291,STK-136,7,287.98,2015.86,1078,937.86,beta,CY,0,24,2015-06,2015-24
SO - 0006788,2016-05-21,2016,5,21,Winthrop ,Wholesale,AXW291,STK-160,11,240.64,2647.04,1408,1239.04,beta,CZ,0,20,2016-05,2016-20
SO - 0006789,2016-01-15,2016,1,15,Ei ,Distributor,AXW291,STK-139,6,574.24,3445.44,1776,1669.44,alpha,BY,0,2,2016-01,2016-02
SO - 0006790,2015-01-28,2015,1,28,U.S. Ltd,Wholesale,AXW291,STK-147,10,414.15,4141.5,2510,1631.5,beta,CY,0,5,2015-01,2015-05
SO - 0006791,2016-06-19,2016,6,19,Sundial ,Distributor,AXW291,STK-135,9,311.75,2805.75,1935,870.75,alpha,CY,0,24,2016-06,2016-24
SO - 0006792,2015-08-04,2015,8,4,Rochester Ltd,Wholesale,FLR025,STK-132,8,311.06,2488.48,1208,1280.48,beta,CY,0,32,2015-08,2015-32
SO - 0006793,2016-05-30,2016,5,30,OHTA'S Corp,Export,AXW291,STK-132,10,311.06,3110.6,1510,1600.6,gamma,CY,1,22,2016-05,2016-22
SO - 0006794,2015-12-12,2015,12,12,Ei ,Wholesale,AXW291,STK-123,11,233.84,2572.24,1628,944.2400000000002,alpha,CY,0,50,2015-12,2015-50
SO - 0006795,2015-09-13,2015,9,13,Pacific Ltd,Export,NXH382,STK-150,8,217.14,1737.12,1128,609.1200000000001,beta,CX,0,37,2015-09,2015-37
SO - 0006796,2015-09-14,2015,9,14,"Exact-Rx, Corp",Wholesale,AXW291,STK-128,10,543.4,5434.0,2600,2834.0,beta,BZ,0,38,2015-09,2015-38
SO - 0006797,2015-08-04,2015,8,4,Wuxi Group,Wholesale,AXW291,STK-105,6,480.68,2884.08,1464,1420.08,alpha,CY,0,32,2015-08,2015-32
SO - 0006798,2015-10-12,2015,10,12,"Apotheca, Ltd",Wholesale,GUT930,STK-131,7,580.35,4062.45,1855,2207.4500000000003,beta,BY,0,42,2015-10,2015-42
SO - 0006799,2015-07-18,2015,7,18,Victory Ltd,Wholesale,AXW291,STK-157,11,444.02,4884.219999999999,3278,1606.2199999999991,beta,CZ,0,29,2015-07,2015-29
SO - 0006800,2015-07-17,2015,7,17,"Apotheca, Ltd",Export,NXH382,STK-107,11,262.26,2884.86,2046,838.8599999999997,beta,CZ,0,29,2015-07,2015-29
SO - 0006801,2015-05-11,2015,5,11,Victory Ltd,Distributor,AXW291,STK-118,9,146.91,1322.19,747,575.19,beta,CY,0,20,2015-05,2015-20
SO - 0006802,2016-01-06,2016,1,6,Nipro ,Wholesale,GUT930,STK-117,10,301.44,3014.4,1570,1444.4,beta,CX,0,1,2016-01,2016-01
SO - 0006803,2015-02-12,2015,2,12,"Elorac, Corp",Wholesale,GUT930,STK-144,7,127.92000000000002,895.44,546,349.44000000000005,beta,CY,0,7,2015-02,2015-07
SO - 0006804,2016-05-14,2016,5,14,Ascend Ltd,Wholesale,GUT930,STK-123,5,233.84,1169.2,740,429.2000000000001,beta,CY,0,19,2016-05,2016-19
SO - 0006805,2016-02-13,2016,2,13,Eminence Corp,Export,AXW291,STK-154,11,345.15,3796.65,2145,1651.6499999999996,alpha,CY,0,6,2016-02,2016-06
SO - 0006806,2016-04-09,2016,4,9,Capweld ,Wholesale,AXW291,STK-116,12,182.04,2184.48,984,1200.48,beta,CZ,0,14,2016-04,2016-14
SO - 0006807,2016-01-08,2016,1,8,Amylin Group,Wholesale,NXH382,STK-113,5,323.4,1617.0,825,792.0,beta,CZ,0,1,2016-01,2016-01
SO - 0006808,2016-06-03,2016,6,3,Winthrop ,Wholesale,GUT930,STK-125,8,167.7,1341.6,688,653.5999999999999,beta,CZ,0,22,2016-06,2016-22
SO - 0006809,2015-06-10,2015,6,10,S.S.S. Group,Export,GUT930,STK-162,9,187.18,1684.62,882,802.6200000000001,alpha,CX,0,24,2015-06,2015-24
SO - 0006810,2015-10-07,2015,10,7,Niconovum Corp,Distributor,AXW291,STK-133,7,271.56,1900.92,1302,598.9200000000001,alpha,CY,0,41,2015-10,2015-41
SO - 0006811,2015-02-21,2015,2,21,Ei ,Distributor,GUT930,STK-159,8,603.2,4825.6,2320,2505.6000000000004,alpha,AZ,0,8,2015-02,2015-08
SO - 0006812,2016-03-30,2016,3,30,Victory Ltd,Wholesale,AXW291,STK-125,12,167.7,2012.4,1032,980.4,beta,CZ,0,13,2016-03,2016-13
SO - 0006813,2015-11-18,2015,11,18,Trigen ,Wholesale,AXW291,STK-112,8,643.5,5148.0,2288,2860.0,gamma,AX,0,47,2015-11,2015-47
SO - 0006814,2015-02-02,2015,2,2,AuroMedics Corp,Wholesale,AXW291,STK-108,12,548.12,6577.4400000000005,3408,3169.4400000000005,gamma,BY,0,6,2015-02,2015-06
SO - 0006815,2015-08-10,2015,8,10,Prasco Group,Distributor,AXW291,STK-158,8,143.1,1144.8,720,424.8,alpha,CX,0,33,2015-08,2015-33
SO - 0006816,2015-06-14,2015,6,14,Ohio ,Wholesale,GUT930,STK-102,11,354.32,3897.52,2266,1631.52,beta,CZ,0,24,2015-06,2015-24
SO - 0006817,2015-05-07,2015,5,7,Rochester Ltd,Wholesale,AXW291,STK-139,6,574.24,3445.44,1776,1669.44,beta,BY,0,19,2015-05,2015-19
SO - 0006818,2015-05-31,2015,5,31,Pacific Ltd,Distributor,NXH382,STK-105,8,480.68,3845.44,1952,1893.44,beta,CY,0,22,2015-05,2015-22
SO - 0006819,2015-11-12,2015,11,12,Bare ,Wholesale,AXW291,STK-160,9,240.64,2165.76,1152,1013.7599999999998,beta,CZ,0,46,2015-11,2015-46
SO - 0006820,2015-10-24,2015,10,24,Winthrop ,Wholesale,AXW291,STK-133,7,271.56,1900.92,1302,598.9200000000001,beta,CY,0,43,2015-10,2015-43
SO - 0006821,2015-09-01,2015,9,1,Dharma Ltd,Wholesale,NXH382,STK-151,11,341.7,3758.7,1870,1888.7,alpha,CY,0,36,2015-09,2015-36
SO - 0006822,2015-01-22,2015,1,22,OHTA'S Corp,Distributor,AXW291,STK-109,6,432.62,2595.7200000000003,1338,1257.7200000000005,gamma,CY,0,4,2015-01,2015-04
SO - 0006823,2015-06-20,2015,6,20,Sundial ,Wholesale,AXW291,STK-111,5,406.8,2034.0,1130,904.0,alpha,CZ,0,25,2015-06,2015-25
SO - 0006824,2015-10-23,2015,10,23,Rochester Ltd,Wholesale,NXH382,STK-130,8,423.7,3389.6,1784,1605.6,beta,CZ,0,43,2015-10,2015-43
SO - 0006825,2015-03-09,2015,3,9,"Exact-Rx, Corp",Distributor,AXW291,STK-147,11,414.15,4555.65,2761,1794.6499999999996,beta,CY,0,11,2015-03,2015-11
SO - 0006826,2015-05-21,2015,5,21,AuroMedics Corp,Export,NXH382,STK-113,8,323.4,2587.2,1320,1267.1999999999998,gamma,CZ,0,21,2015-05,2015-21
SO - 0006827,2015-04-07,2015,4,7,Wuxi Group,Wholesale,GUT930,STK-141,8,301.49999999999994,2411.9999999999995,1200,1211.9999999999995,alpha,CY,0,15,2015-04,2015-15
